id,name,category,subcategory,price,original_price,description,specifications,image_url,stock_quantity,brand,rating,review_count,tags,weight,dimensions,color_options,size_options,is_featured,created_date
43,Oppo Ultrabook i3 Laptops,Electronics,Laptops,33420,53774,"Experience cutting-edge technology with this premium laptops from Oppo. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Trusted by millions of customers.","{""processor"": ""Intel i7"", ""ram"": ""32GB"", ""storage"": ""1TB SSD"", ""display"": ""13.3 inch"", ""graphics"": ""NVIDIA GTX"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?laptop-computer,396,Oppo,4.9,1766,"electronics, laptops, oppo, sale, budget, premium",0.54,35x10x13,Purple,One Size,FALSE,2024-09-25
44,Boat Business i7 Laptops,Electronics,Laptops,37172,45171,"Experience cutting-edge technology with this premium laptops from Boat. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Eco-friendly and sustainable.","{""processor"": ""AMD Ryzen 5"", ""ram"": ""8GB"", ""storage"": ""1TB SSD"", ""display"": ""15.6 inch"", ""graphics"": ""Integrated"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?laptop-computer,335,Boat,4.6,1867,"electronics, laptops, boat, premium, budget, bestseller",0.78,12x19x20,White,One Size,FALSE,2025-07-04
45,Sony Business i5 Laptops,Electronics,Laptops,37157,54452,"Experience cutting-edge technology with this premium laptops from Sony. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Excellent customer reviews.","{""processor"": ""AMD Ryzen 7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""display"": ""14 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,325,Sony,3.8,1953,"electronics, laptops, sony, bestseller, premium",1.16,38x40x12,"White, Navy, Yellow",One Size,FALSE,2025-01-02
46,Apple Business i5 Laptops,Electronics,Laptops,31219,51351,"Experience cutting-edge technology with this premium laptops from Apple. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Fast delivery available.","{""processor"": ""AMD Ryzen 5"", ""ram"": ""8GB"", ""storage"": ""512GB SSD"", ""display"": ""15.6 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?laptop-computer,35,Apple,4.6,503,"electronics, laptops, apple, new arrival",1.11,45x16x23,"Blue, Yellow",One Size,FALSE,2025-09-02
47,Apple Ultrabook i3 Laptops,Electronics,Laptops,29259,40924,"Experience cutting-edge technology with this premium laptops from Apple. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Fast delivery available.","{""processor"": ""Intel i5"", ""ram"": ""8GB"", ""storage"": ""256GB SSD"", ""display"": ""13.3 inch"", ""graphics"": ""Integrated"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?laptop-computer,311,Apple,3.6,361,"electronics, laptops, apple, bestseller, trending",3.73,43x13x28,Purple,One Size,FALSE,2025-01-05
48,Oppo Student i3 Laptops,Electronics,Laptops,39811,54984,"Experience cutting-edge technology with this premium laptops from Oppo. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Perfect gift for loved ones.","{""processor"": ""Intel i3"", ""ram"": ""32GB"", ""storage"": ""1TB SSD"", ""display"": ""14 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?laptop-computer,255,Oppo,4.7,878,"electronics, laptops, oppo, bestseller, budget, new arrival",0.46,15x20x24,"White, Red",One Size,FALSE,2025-08-22
49,Oppo Ultrabook i5 Laptops,Electronics,Laptops,44575,62137,"Experience cutting-edge technology with this premium laptops from Oppo. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Trusted by millions of customers.","{""processor"": ""AMD Ryzen 7"", ""ram"": ""32GB"", ""storage"": ""1TB HDD"", ""display"": ""13.3 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?laptop-computer,343,Oppo,4.8,1134,"electronics, laptops, oppo, trending, budget, new arrival",4.45,36x20x19,"Pink, White, Yellow, Maroon",One Size,FALSE,2024-09-18
50,Xiaomi Gaming i7 Laptops,Electronics,Laptops,40540,48654,"Experience cutting-edge technology with this premium laptops from Xiaomi. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Fast delivery available.","{""processor"": ""Intel i3"", ""ram"": ""8GB"", ""storage"": ""1TB HDD"", ""display"": ""13.3 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?laptop-computer,425,Xiaomi,3.3,127,"electronics, laptops, xiaomi, new arrival, sale, premium",3.38,36x21x26,"Maroon, Black, Green, Brown",One Size,FALSE,2024-04-16
51,Boat Student i3 Laptops,Electronics,Laptops,30070,43845,"Experience cutting-edge technology with this premium laptops from Boat. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Eco-friendly and sustainable.","{""processor"": ""Intel i3"", ""ram"": ""16GB"", ""storage"": ""1TB SSD"", ""display"": ""13.3 inch"", ""graphics"": ""NVIDIA GTX"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?laptop-computer,423,Boat,3.9,1153,"electronics, laptops, boat, new arrival, sale, bestseller",3.08,27x10x10,"Maroon, Green, Yellow",One Size,FALSE,2024-01-07
52,Sony Gaming i7 Laptops,Electronics,Laptops,46539,62068,"Experience cutting-edge technology with this premium laptops from Sony. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Eco-friendly and sustainable.","{""processor"": ""Intel i3"", ""ram"": ""8GB"", ""storage"": ""512GB SSD"", ""display"": ""14 inch"", ""graphics"": ""NVIDIA GTX"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?laptop-computer,90,Sony,3.7,1482,"electronics, laptops, sony, new arrival, sale",0.52,13x14x10,Navy,One Size,FALSE,2024-10-05
53,Vivo Business i5 Laptops,Electronics,Laptops,44892,60706,"Experience cutting-edge technology with this premium laptops from Vivo. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Modern design meets functionality.","{""processor"": ""Intel i5"", ""ram"": ""32GB"", ""storage"": ""256GB SSD"", ""display"": ""14 inch"", ""graphics"": ""NVIDIA GTX"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,357,Vivo,4.4,1001,"electronics, laptops, vivo, sale, premium, bestseller",1.18,48x11x5,"Green, Blue",One Size,FALSE,2024-09-18
54,OnePlus Ultrabook i3 Laptops,Electronics,Laptops,25253,34800,"Experience cutting-edge technology with this premium laptops from OnePlus. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Trusted by millions of customers.","{""processor"": ""Intel i5"", ""ram"": ""8GB"", ""storage"": ""1TB HDD"", ""display"": ""15.6 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?laptop-computer,296,OnePlus,4.7,1656,"electronics, laptops, oneplus, bestseller, budget",4.32,12x23x5,"White, Yellow, Brown, Pink",One Size,FALSE,2025-02-18
55,Canon Business i5 Laptops,Electronics,Laptops,28774,38429,"Experience cutting-edge technology with this premium laptops from Canon. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Modern design meets functionality.","{""processor"": ""Intel i5"", ""ram"": ""32GB"", ""storage"": ""1TB HDD"", ""display"": ""15.6 inch"", ""graphics"": ""NVIDIA GTX"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,442,Canon,3.2,897,"electronics, laptops, canon, budget, new arrival, bestseller",2.04,29x33x15,"Yellow, Red",One Size,FALSE,2025-06-06
56,Noise Pro i7 Laptops,Electronics,Laptops,41710,52038,"Experience cutting-edge technology with this premium laptops from Noise. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Fast delivery available.","{""processor"": ""Intel i7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""display"": ""13.3 inch"", ""graphics"": ""Integrated"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,111,Noise,3.3,318,"electronics, laptops, noise, bestseller, trending, budget",2.37,46x34x23,"Navy, Brown, Maroon, Yellow",One Size,FALSE,2024-06-03
57,Vivo Pro i5 Laptops,Electronics,Laptops,39490,57053,"Experience cutting-edge technology with this premium laptops from Vivo. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Fast delivery available.","{""processor"": ""Intel i7"", ""ram"": ""32GB"", ""storage"": ""256GB SSD"", ""display"": ""14 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,246,Vivo,3.9,121,"electronics, laptops, vivo, premium, bestseller",3.26,15x29x24,"Purple, Brown, Gray, Black",One Size,FALSE,2025-08-08
58,Noise Gaming i5 Laptops,Electronics,Laptops,44824,61310,"Experience cutting-edge technology with this premium laptops from Noise. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Eco-friendly and sustainable.","{""processor"": ""Intel i3"", ""ram"": ""16GB"", ""storage"": ""256GB SSD"", ""display"": ""14 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?laptop-computer,340,Noise,3.3,512,"electronics, laptops, noise, budget, sale, trending",1.88,28x22x18,"Navy, Brown, Black",One Size,FALSE,2024-03-08
59,Xiaomi Pro i7 Laptops,Electronics,Laptops,47229,62691,"Experience cutting-edge technology with this premium laptops from Xiaomi. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Modern design meets functionality.","{""processor"": ""AMD Ryzen 7"", ""ram"": ""8GB"", ""storage"": ""1TB SSD"", ""display"": ""13.3 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?laptop-computer,479,Xiaomi,3.7,1986,"electronics, laptops, xiaomi, sale, budget, trending",3.02,15x19x22,"Navy, Yellow, Red, Gray",One Size,FALSE,2025-03-09
60,Oppo Ultrabook i3 Laptops,Electronics,Laptops,36881,47724,"Experience cutting-edge technology with this premium laptops from Oppo. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Eco-friendly and sustainable.","{""processor"": ""Intel i7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""display"": ""13.3 inch"", ""graphics"": ""Integrated"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?laptop-computer,161,Oppo,4.7,212,"electronics, laptops, oppo, new arrival, sale, bestseller",3.34,49x14x24,"Red, Maroon, Navy, Brown",One Size,FALSE,2024-02-14
61,Realme Ultrabook i7 Laptops,Electronics,Laptops,48579,61444,"Experience cutting-edge technology with this premium laptops from Realme. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Trusted by millions of customers.","{""processor"": ""AMD Ryzen 7"", ""ram"": ""16GB"", ""storage"": ""1TB HDD"", ""display"": ""13.3 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,424,Realme,4.6,1856,"electronics, laptops, realme, premium",3.42,46x24x19,"Pink, Gray, Navy",One Size,FALSE,2024-06-14
62,LG Student i3 Laptops,Electronics,Laptops,33192,39658,"Experience cutting-edge technology with this premium laptops from LG. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Trusted by millions of customers.","{""processor"": ""Intel i7"", ""ram"": ""32GB"", ""storage"": ""256GB SSD"", ""display"": ""15.6 inch"", ""graphics"": ""AMD Radeon"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?laptop-computer,52,LG,4.5,563,"electronics, laptops, lg, new arrival, trending",4.17,15x40x12,"Yellow, Black, Pink, Navy",One Size,FALSE,2025-05-29
